"age","workclass","educatoin","education_num","marital_status","occupation","race","sex","hours_per_week","income"
33,"Private","Assoc-acdm",12,"Single","Professional","White","Female",40,"<=50K"
31,"Private","Assoc-acdm",12,"Separated","Blue-Collar","White","Male",45,"<=50K"
31,"Other/Unknown","Bachelors",13,"Married","Other/Unknown","White","Female",30,"<=50K"
56,"Self-Employed","HS-grad",9,"Married","Sales","White","Male",40,"<=50K"
21,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
45,"Private","HS-grad",9,"Divorced","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
41,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",40,">50K"
26,"Private","10th",6,"Divorced","Blue-Collar","White","Female",30,"<=50K"
41,"Private","11th",7,"Widowed","Service","White","Female",40,"<=50K"
46,"Self-Employed","Masters",14,"Married","White-Collar","White","Male",55,">50K"
47,"Government","HS-grad",9,"Divorced","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
43,"Self-Employed","Prof-school",15,"Married","Professional","White","Male",60,">50K"
35,"Private","HS-grad",9,"Married","Sales","White","Male",45,"<=50K"
44,"Self-Employed","HS-grad",9,"Divorced","Sales","White","Male",50,"<=50K"
58,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",30,">50K"
25,"Private","Assoc-acdm",12,"Divorced","Service","White","Female",25,"<=50K"
44,"Private","Assoc-voc",11,"Single","Blue-Collar","White","Male",40,"<=50K"
57,"Private","Some-college",10,"Single","Blue-Collar","White","Male",42,"<=50K"
24,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
38,"Private","Bachelors",13,"Single","White-Collar","White","Female",50,"<=50K"
33,"Private","7th-8th",4,"Divorced","Blue-Collar","White","Male",35,"<=50K"
25,"Private","Some-college",10,"Single","Professional","White","Female",40,"<=50K"
33,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",84,">50K"
50,"Government","Some-college",10,"Married","Service","White","Male",52,">50K"
35,"Private","HS-grad",9,"Married","Sales","White","Male",50,">50K"
36,"Private","Bachelors",13,"Divorced","White-Collar","White","Male",55,">50K"
27,"Private","Some-college",10,"Single","Service","White","Female",40,"<=50K"
22,"Private","Assoc-voc",11,"Single","Blue-Collar","White","Male",50,"<=50K"
30,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
90,"Private","Masters",14,"Single","White-Collar","White","Female",40,"<=50K"
39,"Private","HS-grad",9,"Separated","Service","Black","Male",40,"<=50K"
34,"Government","Bachelors",13,"Single","Professional","White","Male",45,"<=50K"
39,"Private","Bachelors",13,"Married","White-Collar","White","Male",60,">50K"
19,"Private","Some-college",10,"Single","Service","White","Female",4,"<=50K"
19,"Private","10th",6,"Single","Blue-Collar","White","Male",40,"<=50K"
29,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
66,"Self-Employed","Assoc-acdm",12,"Married","Blue-Collar","White","Male",30,"<=50K"
38,"Private","Some-college",10,"Married","Service","White","Male",45,"<=50K"
44,"Private","5th-6th",3,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Self-Employed","7th-8th",4,"Single","Blue-Collar","White","Male",40,"<=50K"
35,"Government","Assoc-acdm",12,"Widowed","White-Collar","White","Female",40,"<=50K"
29,"Government","Bachelors",13,"Single","Professional","White","Male",40,"<=50K"
22,"Private","HS-grad",9,"Married","Blue-Collar","Black","Male",40,"<=50K"
33,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",40,"<=50K"
73,"Private","Assoc-voc",11,"Widowed","Professional","White","Male",60,">50K"
35,"Government","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
41,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
27,"Self-Employed","Some-college",10,"Married","Service","White","Female",50,"<=50K"
25,"Private","HS-grad",9,"Single","White-Collar","White","Male",50,"<=50K"
47,"Private","Bachelors",13,"Divorced","Blue-Collar","White","Male",51,">50K"
36,"Private","Bachelors",13,"Married","Sales","White","Female",35,">50K"
36,"Private","1st-4th",2,"Widowed","Service","White","Female",20,"<=50K"
25,"Government","HS-grad",9,"Divorced","Service","White","Female",40,"<=50K"
37,"Private","11th",7,"Divorced","Blue-Collar","White","Male",65,"<=50K"
26,"Government","Bachelors",13,"Single","Service","White","Male",40,"<=50K"
53,"Private","Some-college",10,"Married","White-Collar","White","Male",40,"<=50K"
36,"Government","Masters",14,"Married","Professional","White","Female",40,"<=50K"
30,"Private","Bachelors",13,"Single","Service","White","Female",45,">50K"
53,"Government","Some-college",10,"Divorced","Service","White","Female",40,"<=50K"
37,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",45,"<=50K"
41,"Government","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
53,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",55,"<=50K"
23,"Private","Some-college",10,"Single","Service","White","Male",32,"<=50K"
28,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
53,"Government","10th",6,"Married","Service","White","Male",40,"<=50K"
32,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",20,">50K"
33,"Private","Bachelors",13,"Single","White-Collar","White","Female",50,"<=50K"
27,"Private","HS-grad",9,"Single","Sales","Black","Female",32,"<=50K"
52,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",40,">50K"
31,"Private","Some-college",10,"Married","White-Collar","White","Male",55,"<=50K"
27,"Private","Assoc-acdm",12,"Single","White-Collar","White","Female",40,">50K"
44,"Private","HS-grad",9,"Married","Blue-Collar","White","Female",30,"<=50K"
37,"Self-Employed","Masters",14,"Married","Professional","White","Male",40,"<=50K"
39,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",60,"<=50K"
18,"Private","12th",8,"Single","Sales","Black","Female",20,"<=50K"
42,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
49,"Private","Bachelors",13,"Married","Blue-Collar","White","Male",40,">50K"
35,"Private","HS-grad",9,"Divorced","Blue-Collar","Black","Female",36,"<=50K"
43,"Private","HS-grad",9,"Married","Blue-Collar","Asian-Pac-Islander","Male",99,"<=50K"
43,"Private","Prof-school",15,"Married","Professional","White","Male",60,">50K"
31,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,">50K"
27,"Private","Bachelors",13,"Single","Service","White","Male",40,"<=50K"
46,"Government","Some-college",10,"Divorced","White-Collar","White","Female",40,"<=50K"
54,"Private","HS-grad",9,"Married","Sales","White","Male",44,"<=50K"
37,"Private","Some-college",10,"Married","White-Collar","Black","Male",40,">50K"
53,"Government","Some-college",10,"Married","Service","White","Male",40,">50K"
26,"Private","Some-college",10,"Single","White-Collar","Asian-Pac-Islander","Male",20,"<=50K"
59,"Self-Employed","Prof-school",15,"Married","Professional","White","Male",55,">50K"
36,"Government","Some-college",10,"Separated","White-Collar","Black","Male",40,"<=50K"
32,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
53,"Government","Masters",14,"Married","Professional","White","Male",40,">50K"
26,"Private","HS-grad",9,"Single","White-Collar","Black","Female",40,"<=50K"
35,"Private","HS-grad",9,"Married","Service","White","Female",40,">50K"
48,"Private","HS-grad",9,"Divorced","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
30,"Government","Some-college",10,"Separated","Blue-Collar","Black","Male",40,"<=50K"
38,"Private","12th",8,"Married","Blue-Collar","White","Male",40,">50K"
58,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Female",10,">50K"
44,"Private","HS-grad",9,"Married","Blue-Collar","Other","Male",32,"<=50K"
30,"Private","Assoc-voc",11,"Separated","Professional","White","Female",40,"<=50K"
68,"Self-Employed","HS-grad",9,"Married","White-Collar","White","Male",10,"<=50K"
26,"Government","Bachelors",13,"Single","Professional","Black","Female",40,"<=50K"
26,"Government","Bachelors",13,"Single","Professional","White","Female",40,"<=50K"
41,"Private","1st-4th",2,"Married","Blue-Collar","White","Male",40,"<=50K"
43,"Government","Bachelors",13,"Married","Professional","Asian-Pac-Islander","Male",40,">50K"
48,"Private","Bachelors",13,"Divorced","White-Collar","White","Male",47,"<=50K"
55,"Private","HS-grad",9,"Divorced","Sales","White","Female",37,"<=50K"
50,"Self-Employed","Some-college",10,"Divorced","White-Collar","Asian-Pac-Islander","Female",40,"<=50K"
41,"Private","11th",7,"Married","Blue-Collar","White","Male",50,">50K"
52,"Private","HS-grad",9,"Married","Sales","White","Male",36,"<=50K"
24,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Female",40,"<=50K"
31,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
54,"Government","Assoc-voc",11,"Married","Service","White","Male",38,">50K"
31,"Self-Employed","Masters",14,"Separated","Service","White","Female",25,"<=50K"
31,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,">50K"
40,"Private","Assoc-voc",11,"Married","Professional","White","Male",40,">50K"
46,"Government","Some-college",10,"Divorced","White-Collar","White","Female",48,"<=50K"
45,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
39,"Private","10th",6,"Single","Service","White","Female",25,"<=50K"
34,"Government","Some-college",10,"Single","White-Collar","White","Female",18,"<=50K"
48,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",60,">50K"
19,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",20,"<=50K"
56,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
47,"Private","HS-grad",9,"Separated","Professional","Other","Female",40,"<=50K"
35,"Private","Some-college",10,"Married","Service","White","Female",40,">50K"
25,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
43,"Government","Bachelors",13,"Separated","Professional","White","Female",40,"<=50K"
59,"Private","Bachelors",13,"Married","Sales","White","Male",37,">50K"
66,"Other/Unknown","7th-8th",4,"Divorced","Other/Unknown","White","Male",10,"<=50K"
63,"Private","7th-8th",4,"Married","Blue-Collar","White","Male",60,">50K"
32,"Private","Some-college",10,"Married","Blue-Collar","White","Female",37,"<=50K"
58,"Other/Unknown","Bachelors",13,"Widowed","Other/Unknown","White","Female",40,"<=50K"
43,"Self-Employed","Assoc-voc",11,"Married","White-Collar","White","Male",50,">50K"
27,"Private","HS-grad",9,"Single","White-Collar","White","Female",52,"<=50K"
21,"Private","12th",8,"Single","Blue-Collar","White","Male",32,"<=50K"
44,"Government","Some-college",10,"Divorced","White-Collar","White","Male",60,">50K"
40,"Self-Employed","HS-grad",9,"Married","Blue-Collar","White","Male",60,"<=50K"
65,"Private","HS-grad",9,"Widowed","White-Collar","White","Female",40,"<=50K"
50,"Private","Some-college",10,"Married","White-Collar","White","Male",45,">50K"
18,"Other/Unknown","HS-grad",9,"Separated","Other/Unknown","White","Male",20,"<=50K"
51,"Government","Masters",14,"Single","Professional","White","Male",40,">50K"
44,"Government","Some-college",10,"Divorced","White-Collar","Black","Female",40,"<=50K"
20,"Private","Some-college",10,"Single","Sales","White","Female",13,"<=50K"
29,"Private","Assoc-voc",11,"Single","White-Collar","White","Male",40,"<=50K"
50,"Private","Assoc-voc",11,"Married","Blue-Collar","White","Male",50,">50K"
50,"Government","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
43,"Private","10th",6,"Married","White-Collar","White","Male",40,"<=50K"
23,"Private","Bachelors",13,"Single","Service","White","Female",40,"<=50K"
41,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
30,"Other/Unknown","Some-college",10,"Married","Other/Unknown","White","Female",30,"<=50K"
58,"Self-Employed","Bachelors",13,"Married","Blue-Collar","White","Male",25,"<=50K"
50,"Government","Assoc-voc",11,"Married","Professional","White","Male",40,"<=50K"
37,"Self-Employed","Bachelors",13,"Married","Blue-Collar","White","Male",65,">50K"
21,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",24,"<=50K"
33,"Private","HS-grad",9,"Married","Sales","White","Female",20,"<=50K"
52,"Private","Some-college",10,"Divorced","White-Collar","White","Female",45,"<=50K"
47,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
45,"Self-Employed","Bachelors",13,"Single","Sales","White","Male",45,">50K"
34,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,">50K"
39,"Private","Some-college",10,"Married","Sales","White","Male",40,">50K"
31,"Private","Some-college",10,"Divorced","Service","White","Female",15,"<=50K"
19,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Male",40,"<=50K"
45,"Private","Some-college",10,"Divorced","Service","White","Female",45,"<=50K"
45,"Self-Employed","Assoc-voc",11,"Married","Service","White","Male",3,"<=50K"
34,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",30,"<=50K"
27,"Private","11th",7,"Married","Sales","Asian-Pac-Islander","Male",35,"<=50K"
37,"Private","HS-grad",9,"Divorced","Sales","White","Female",40,"<=50K"
20,"Private","HS-grad",9,"Single","White-Collar","Black","Female",20,"<=50K"
32,"Private","Bachelors",13,"Single","White-Collar","White","Male",48,">50K"
24,"Private","1st-4th",2,"Single","Blue-Collar","White","Male",55,"<=50K"
39,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
18,"Private","Some-college",10,"Single","Sales","White","Female",30,"<=50K"
62,"Self-Employed","Some-college",10,"Married","Blue-Collar","White","Male",80,"<=50K"
24,"Private","Bachelors",13,"Separated","White-Collar","White","Female",40,"<=50K"
37,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",45,"<=50K"
46,"Private","Bachelors",13,"Widowed","White-Collar","White","Female",25,"<=50K"
44,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
53,"Private","HS-grad",9,"Single","Sales","White","Male",48,">50K"
25,"Private","Bachelors",13,"Single","Blue-Collar","White","Male",35,"<=50K"
44,"Private","Prof-school",15,"Married","Blue-Collar","White","Male",45,"<=50K"
24,"Private","Bachelors",13,"Single","Sales","White","Male",50,"<=50K"
61,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",20,"<=50K"
45,"Government","Masters",14,"Divorced","Professional","White","Female",40,"<=50K"
33,"Self-Employed","Some-college",10,"Single","Blue-Collar","White","Male",48,"<=50K"
48,"Private","Bachelors",13,"Married","Professional","White","Male",45,">50K"
26,"Government","HS-grad",9,"Single","Blue-Collar","Amer-Indian-Eskimo","Male",30,"<=50K"
40,"Other/Unknown","HS-grad",9,"Divorced","Other/Unknown","Black","Female",32,"<=50K"
68,"Private","Bachelors",13,"Married","Sales","White","Male",40,">50K"
24,"Private","HS-grad",9,"Divorced","Service","White","Female",40,"<=50K"
25,"Other/Unknown","Bachelors",13,"Married","Other/Unknown","White","Male",60,"<=50K"
31,"Government","Bachelors",13,"Single","Professional","White","Female",50,"<=50K"
55,"Private","Some-college",10,"Divorced","Service","White","Female",38,"<=50K"
46,"Private","Assoc-acdm",12,"Divorced","Sales","White","Female",38,"<=50K"
58,"Private","Bachelors",13,"Divorced","White-Collar","White","Male",38,"<=50K"
56,"Private","HS-grad",9,"Widowed","Service","White","Female",40,"<=50K"
45,"Government","Bachelors",13,"Single","White-Collar","White","Male",55,">50K"
24,"Private","Bachelors",13,"Single","White-Collar","White","Male",40,">50K"
35,"Government","HS-grad",9,"Divorced","Blue-Collar","Asian-Pac-Islander","Male",56,"<=50K"
51,"Private","HS-grad",9,"Married","Service","White","Male",40,">50K"
47,"Private","Prof-school",15,"Married","Professional","White","Male",55,">50K"
17,"Private","11th",7,"Single","White-Collar","White","Female",10,"<=50K"
21,"Private","10th",6,"Single","Professional","Black","Female",40,"<=50K"
45,"Private","Bachelors",13,"Single","Professional","White","Female",40,">50K"
42,"Private","HS-grad",9,"Married","Sales","White","Male",50,">50K"
56,"Private","12th",8,"Widowed","Service","Black","Female",40,"<=50K"
39,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
31,"Private","7th-8th",4,"Single","Blue-Collar","Other","Female",40,"<=50K"
20,"Government","Some-college",10,"Single","Service","White","Male",40,"<=50K"
65,"Self-Employed","5th-6th",3,"Married","Blue-Collar","White","Male",21,"<=50K"
44,"Private","Some-college",10,"Married","Professional","White","Male",45,"<=50K"
33,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
25,"Private","Bachelors",13,"Married","Professional","White","Male",45,">50K"
38,"Private","HS-grad",9,"Married","White-Collar","White","Male",50,"<=50K"
31,"Government","10th",6,"Single","Blue-Collar","White","Male",40,"<=50K"
33,"Self-Employed","Bachelors",13,"Married","Sales","White","Male",20,"<=50K"
49,"Self-Employed","HS-grad",9,"Divorced","Service","White","Female",40,"<=50K"
28,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
29,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
23,"Private","Assoc-voc",11,"Single","Service","White","Male",20,"<=50K"
37,"Self-Employed","Bachelors",13,"Married","Professional","White","Male",5,">50K"
52,"Private","Some-college",10,"Single","Professional","White","Male",37,">50K"
27,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
47,"Private","Some-college",10,"Married","Blue-Collar","White","Male",55,">50K"
21,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
41,"Government","Bachelors",13,"Married","White-Collar","Asian-Pac-Islander","Female",40,">50K"
61,"Private","Some-college",10,"Married","White-Collar","White","Male",40,">50K"
32,"Private","Bachelors",13,"Married","Professional","Asian-Pac-Islander","Male",40,">50K"
21,"Private","Some-college",10,"Single","Sales","White","Male",40,"<=50K"
63,"Private","12th",8,"Married","Sales","White","Male",40,">50K"
34,"Private","Some-college",10,"Married","Service","White","Male",42,"<=50K"
21,"Government","Assoc-acdm",12,"Single","Service","White","Male",10,"<=50K"
44,"Private","HS-grad",9,"Divorced","Service","White","Female",33,"<=50K"
26,"Private","Bachelors",13,"Single","White-Collar","Asian-Pac-Islander","Male",35,"<=50K"
36,"Private","Masters",14,"Married","White-Collar","White","Male",50,">50K"
39,"Private","Bachelors",13,"Single","Professional","White","Male",40,">50K"
52,"Private","HS-grad",9,"Married","Blue-Collar","Asian-Pac-Islander","Male",8,"<=50K"
44,"Self-Employed","Bachelors",13,"Married","Sales","White","Male",40,"<=50K"
42,"Private","HS-grad",9,"Married","Professional","White","Female",40,"<=50K"
60,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Male",50,">50K"
31,"Private","Bachelors",13,"Single","Professional","White","Male",40,"<=50K"
30,"Private","Some-college",10,"Single","Blue-Collar","Black","Male",40,"<=50K"
23,"Private","Some-college",10,"Single","Professional","White","Female",25,"<=50K"
81,"Government","1st-4th",2,"Widowed","Service","White","Female",20,"<=50K"
39,"Private","Bachelors",13,"Married","Service","Asian-Pac-Islander","Male",40,"<=50K"
38,"Private","10th",6,"Divorced","Blue-Collar","Asian-Pac-Islander","Female",40,"<=50K"
21,"Private","Some-college",10,"Single","White-Collar","White","Female",38,"<=50K"
28,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
34,"Private","Bachelors",13,"Single","White-Collar","White","Female",40,"<=50K"
47,"Private","HS-grad",9,"Single","Service","White","Female",40,"<=50K"
36,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
27,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",99,"<=50K"
56,"Private","Bachelors",13,"Single","Professional","White","Female",52,"<=50K"
57,"Private","HS-grad",9,"Widowed","Service","White","Female",30,"<=50K"
42,"Government","Some-college",10,"Divorced","White-Collar","White","Female",38,"<=50K"
43,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",35,"<=50K"
48,"Other/Unknown","HS-grad",9,"Married","Other/Unknown","White","Female",32,"<=50K"
53,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Female",40,"<=50K"
58,"Private","HS-grad",9,"Divorced","Sales","White","Female",24,"<=50K"
19,"Private","12th",8,"Single","Service","White","Male",40,"<=50K"
37,"Private","HS-grad",9,"Married","White-Collar","White","Male",46,">50K"
41,"Self-Employed","Some-college",10,"Divorced","Professional","White","Female",15,"<=50K"
31,"Private","7th-8th",4,"Separated","Blue-Collar","White","Female",40,"<=50K"
31,"Private","Bachelors",13,"Married","Professional","White","Male",35,"<=50K"
53,"Government","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
19,"Private","Some-college",10,"Single","Sales","White","Male",25,"<=50K"
56,"Private","Doctorate",16,"Married","Professional","White","Male",50,">50K"
55,"Government","Some-college",10,"Married","White-Collar","White","Female",40,">50K"
51,"Private","5th-6th",3,"Married","Blue-Collar","White","Female",40,"<=50K"
62,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
43,"Private","Some-college",10,"Married","Sales","White","Male",50,">50K"
45,"Other/Unknown","7th-8th",4,"Divorced","Other/Unknown","Amer-Indian-Eskimo","Male",48,"<=50K"
28,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",45,"<=50K"
46,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,">50K"
62,"Government","Bachelors",13,"Married","Professional","White","Male",40,"<=50K"
57,"Government","HS-grad",9,"Widowed","Service","White","Female",30,"<=50K"
60,"Government","Bachelors",13,"Married","Professional","White","Female",45,">50K"
23,"Government","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
47,"Private","Some-college",10,"Married","Sales","White","Male",60,">50K"
21,"Private","Some-college",10,"Single","White-Collar","White","Female",8,"<=50K"
51,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",48,"<=50K"
61,"Government","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
52,"Self-Employed","Bachelors",13,"Married","White-Collar","White","Female",30,">50K"
76,"Private","Bachelors",13,"Married","White-Collar","White","Male",40,"<=50K"
24,"Private","Some-college",10,"Single","Blue-Collar","White","Male",39,"<=50K"
31,"Self-Employed","Bachelors",13,"Single","Blue-Collar","White","Male",55,"<=50K"
43,"Private","Bachelors",13,"Married","White-Collar","White","Male",50,">50K"
58,"Government","Some-college",10,"Widowed","Professional","Amer-Indian-Eskimo","Female",40,"<=50K"
18,"Other/Unknown","Some-college",10,"Single","Other/Unknown","White","Female",24,"<=50K"
19,"Private","12th",8,"Single","White-Collar","White","Female",25,"<=50K"
44,"Private","Some-college",10,"Divorced","White-Collar","White","Female",45,"<=50K"
41,"Government","Some-college",10,"Single","Professional","White","Male",7,"<=50K"
21,"Private","Some-college",10,"Single","Sales","Asian-Pac-Islander","Male",20,"<=50K"
40,"Private","HS-grad",9,"Divorced","Blue-Collar","Black","Male",35,"<=50K"
25,"Private","Some-college",10,"Single","Service","White","Male",30,"<=50K"
62,"Government","Doctorate",16,"Widowed","Professional","White","Female",40,"<=50K"
42,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
35,"Private","Assoc-voc",11,"Single","Service","White","Male",40,"<=50K"
19,"Private","HS-grad",9,"Single","Sales","White","Female",12,"<=50K"
60,"Private","HS-grad",9,"Married","Service","White","Female",40,"<=50K"
20,"Private","HS-grad",9,"Single","Sales","Other","Male",40,"<=50K"
23,"Private","Assoc-acdm",12,"Married","Blue-Collar","White","Male",25,"<=50K"
18,"Private","HS-grad",9,"Single","White-Collar","White","Female",40,"<=50K"
40,"Private","Some-college",10,"Married","White-Collar","White","Male",45,">50K"
19,"Private","Some-college",10,"Single","Service","White","Female",15,"<=50K"
51,"Private","HS-grad",9,"Divorced","Professional","White","Female",40,"<=50K"
41,"Government","Bachelors",13,"Married","Service","White","Male",50,"<=50K"
18,"Private","10th",6,"Single","Service","White","Female",20,"<=50K"
41,"Private","Some-college",10,"Married","Sales","Black","Female",40,"<=50K"
27,"Private","Some-college",10,"Single","White-Collar","White","Female",40,"<=50K"
71,"Self-Employed","1st-4th",2,"Divorced","Blue-Collar","White","Female",28,"<=50K"
25,"Private","12th",8,"Married","Blue-Collar","White","Male",40,"<=50K"
73,"Private","HS-grad",9,"Divorced","Service","White","Female",20,"<=50K"
45,"Private","Some-college",10,"Married","Service","White","Male",40,"<=50K"
25,"Private","Some-college",10,"Married","Sales","White","Male",40,">50K"
50,"Private","HS-grad",9,"Married","Professional","White","Female",16,"<=50K"
44,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
44,"Government","Assoc-voc",11,"Divorced","Service","White","Female",40,"<=50K"
49,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",45,">50K"
44,"Self-Employed","Some-college",10,"Married","White-Collar","White","Male",45,">50K"
42,"Government","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
20,"Private","HS-grad",9,"Single","Service","White","Female",45,"<=50K"
66,"Private","HS-grad",9,"Widowed","Service","White","Female",18,"<=50K"
19,"Private","Some-college",10,"Single","White-Collar","White","Male",15,"<=50K"
60,"Private","Some-college",10,"Married","Blue-Collar","White","Male",55,"<=50K"
46,"Private","Assoc-voc",11,"Separated","Professional","White","Male",40,"<=50K"
42,"Private","Assoc-voc",11,"Divorced","Blue-Collar","White","Male",35,"<=50K"
59,"Private","Some-college",10,"Divorced","White-Collar","White","Female",52,"<=50K"
58,"Private","Assoc-acdm",12,"Married","White-Collar","White","Male",60,">50K"
47,"Private","HS-grad",9,"Divorced","White-Collar","White","Female",40,"<=50K"
58,"Private","Some-college",10,"Married","Service","White","Male",36,"<=50K"
69,"Other/Unknown","Bachelors",13,"Married","Other/Unknown","White","Male",40,">50K"
17,"Other/Unknown","10th",6,"Single","Other/Unknown","White","Female",40,"<=50K"
19,"Private","11th",7,"Single","Blue-Collar","White","Male",24,"<=50K"
28,"Private","Some-college",10,"Married","Service","White","Male",70,"<=50K"
37,"Private","HS-grad",9,"Separated","Professional","Amer-Indian-Eskimo","Female",40,"<=50K"
30,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",50,"<=50K"
36,"Private","Some-college",10,"Divorced","Professional","White","Male",40,"<=50K"
45,"Private","11th",7,"Divorced","Blue-Collar","White","Male",76,">50K"
59,"Private","7th-8th",4,"Married","Service","White","Female",99,"<=50K"
45,"Private","Some-college",10,"Married","Blue-Collar","White","Male",40,"<=50K"
53,"Government","Doctorate",16,"Divorced","Professional","White","Female",40,">50K"
37,"Private","HS-grad",9,"Divorced","Sales","White","Female",40,"<=50K"
26,"Private","Some-college",10,"Single","Sales","White","Female",40,"<=50K"
53,"Government","9th",5,"Married","Blue-Collar","White","Male",40,"<=50K"
44,"Government","HS-grad",9,"Married","Service","White","Female",15,"<=50K"
27,"Private","Bachelors",13,"Single","Blue-Collar","White","Male",40,"<=50K"
22,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
41,"Private","HS-grad",9,"Divorced","Blue-Collar","White","Male",40,"<=50K"
53,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
58,"Private","HS-grad",9,"Married","White-Collar","White","Male",40,"<=50K"
34,"Other/Unknown","12th",8,"Separated","Other/Unknown","Black","Female",53,"<=50K"
32,"Private","Bachelors",13,"Married","Professional","White","Male",60,">50K"
32,"Private","Some-college",10,"Married","Blue-Collar","White","Male",38,"<=50K"
47,"Private","Masters",14,"Married","Professional","White","Female",40,">50K"
27,"Private","HS-grad",9,"Married","Blue-Collar","White","Male",40,"<=50K"
25,"Private","Some-college",10,"Single","Blue-Collar","White","Male",40,"<=50K"
40,"Private","10th",6,"Divorced","Blue-Collar","Black","Female",40,"<=50K"
36,"Self-Employed","Some-college",10,"Married","Sales","White","Male",92,"<=50K"
23,"Government","HS-grad",9,"Single","Blue-Collar","White","Male",40,"<=50K"
44,"Private","9th",5,"Married","Blue-Collar","Black","Male",40,"<=50K"
19,"Private","HS-grad",9,"Single","Blue-Collar","White","Male",60,"<=50K"
